Date,Fremont Bridge West Sidewalk,Fremont Bridge East Sidewalk
12/02/2016 08:00:00 PM,32,26
09/16/2014 03:00:00 PM,182,132
08/27/2013 11:00:00 PM,24,26
06/12/2020 06:00:00 PM,128,66
02/23/2017 06:00:00 AM,70,124
03/19/2014 06:00:00 AM,48,114
06/13/2013 11:00:00 AM,86,100
04/27/2020 08:00:00 PM,46,48
03/26/2017 05:00:00 AM,2,4
09/22/2020 11:00:00 PM,15,7
12/18/2020 10:00:00 AM,19,12
07/29/2015 10:00:00 AM,148,138
05/31/2013 01:00:00 AM,14,10
02/26/2016 09:00:00 PM,24,30
06/27/2020 08:00:00 PM,15,6
12/22/2019 08:00:00 AM,26,22
11/23/2020 09:00:00 AM,24,18
06/14/2017 09:00:00 AM,324,262
08/27/2016 02:00:00 PM,140,104
08/06/2013 12:00:00 PM,112,106
09/01/2020 12:00:00 AM,1,1
04/02/2016 09:00:00 PM,34,44
11/20/2020 04:00:00 PM,84,50
06/23/2015 03:00:00 PM,224,182
10/20/2020 04:00:00 PM,164,120
12/03/2015 03:00:00 PM,104,60
05/13/2013 01:00:00 AM,4,6
07/16/2016 10:00:00 PM,38,34
06/05/2020 12:00:00 PM,62,60
08/21/2016 01:00:00 AM,18,4
05/01/2015 07:00:00 AM,188,780
10/26/2017 04:00:00 AM,8,14
01/26/2016 07:00:00 AM,154,380
08/13/2017 08:00:00 AM,80,84
08/19/2015 03:00:00 AM,2,2
02/07/2019 05:00:00 AM,14,10
02/06/2018 11:00:00 AM,58,46
12/04/2017 03:00:00 PM,144,80
02/21/2016 09:00:00 AM,48,60
01/24/2015 01:00:00 AM,4,6
08/12/2020 09:00:00 PM,40,40
08/09/2014 12:00:00 AM,38,12
06/20/2015 09:00:00 AM,108,148
10/23/2019 08:00:00 PM,142,38
07/26/2018 04:00:00 PM,644,220
12/18/2013 08:00:00 AM,188,440
08/20/2019 07:00:00 PM,362,198
08/20/2014 11:00:00 AM,78,126
04/03/2020 07:00:00 PM,46,32
12/05/2017 08:00:00 AM,398,430
10/08/2013 06:00:00 PM,490,240
08/13/2020 05:00:00 AM,16,12
05/04/2013 10:00:00 AM,152,268
08/26/2020 02:00:00 PM,96,64
10/13/2015 02:00:00 PM,98,104
03/02/2014 08:00:00 PM,10,10
06/13/2014 02:00:00 PM,90,60
06/20/2019 02:00:00 AM,4,0
12/08/2015 02:00:00 AM,4,2
05/23/2014 11:00:00 PM,28,12
10/19/2013 04:00:00 PM,72,98
08/23/2016 02:00:00 PM,130,108
04/15/2013 04:00:00 AM,2,12
07/08/2014 05:00:00 AM,42,74
11/15/2015 04:00:00 AM,2,0
03/02/2018 09:00:00 PM,48,20
08/12/2018 05:00:00 PM,140,178
11/12/2014 08:00:00 AM,264,542
08/07/2014 05:00:00 AM,32,74
11/23/2019 09:00:00 PM,26,34
07/29/2019 03:00:00 AM,2,8
05/28/2013 11:00:00 AM,62,96
02/15/2018 11:00:00 PM,12,12
06/17/2017 05:00:00 AM,10,18
05/17/2017 10:00:00 AM,132,78
10/03/2012 03:00:00 AM,6,4
11/15/2015 04:00:00 PM,74,110
11/24/2020 09:00:00 AM,49,18
03/30/2019 11:00:00 AM,176,174
05/26/2013 04:00:00 AM,4,4
11/19/2020 10:00:00 AM,36,24
09/20/2020 10:00:00 AM,71,80
01/28/2018 07:00:00 AM,10,18
11/08/2016 12:00:00 AM,8,2
10/09/2016 12:00:00 PM,106,98
08/30/2018 06:00:00 PM,544,202
03/31/2014 12:00:00 AM,6,4
08/31/2013 01:00:00 AM,10,12
05/16/2020 12:00:00 AM,3,3
05/19/2016 03:00:00 AM,0,0
01/07/2017 06:00:00 AM,4,8
06/18/2016 02:00:00 PM,44,40
03/14/2014 07:00:00 AM,82,176
02/13/2014 06:00:00 PM,386,190
09/10/2018 04:00:00 PM,462,168
07/29/2016 09:00:00 AM,242,372
10/14/2019 06:00:00 PM,748,302
01/14/2021 04:00:00 AM,3,1
11/08/2014 07:00:00 AM,58,24
02/20/2019 12:00:00 AM,2,0
02/22/2014 02:00:00 AM,4,8
09/03/2019 08:00:00 PM,138,110
07/02/2019 01:00:00 PM,90,52
12/26/2017 09:00:00 AM,52,24
03/20/2016 06:00:00 PM,26,12
10/11/2020 05:00:00 AM,6,4
11/05/2015 01:00:00 AM,2,10
12/26/2017 06:00:00 AM,14,10
07/29/2015 05:00:00 PM,980,392
08/30/2017 08:00:00 PM,228,96
02/18/2016 01:00:00 AM,2,0
07/27/2016 09:00:00 PM,146,60
09/28/2017 05:00:00 PM,1222,480
11/29/2012 12:00:00 AM,2,8
04/19/2018 11:00:00 AM,142,96
03/19/2014 05:00:00 PM,404,216
05/30/2018 12:00:00 AM,10,0
03/30/2020 04:00:00 AM,0,2
11/21/2017 10:00:00 PM,12,12
11/07/2014 10:00:00 AM,240,58
12/04/2017 07:00:00 PM,236,80
07/14/2019 02:00:00 PM,316,278
07/04/2017 04:00:00 PM,244,236
03/20/2020 10:00:00 AM,84,80
03/15/2018 09:00:00 PM,64,52
11/15/2014 02:00:00 PM,108,122
07/14/2018 01:00:00 PM,206,196
10/06/2014 01:00:00 PM,0,160
12/12/2018 10:00:00 AM,104,72
07/22/2018 06:00:00 PM,132,110
04/09/2018 03:00:00 AM,4,0
07/13/2018 03:00:00 PM,300,182
01/25/2013 07:00:00 PM,90,44
04/06/2018 05:00:00 PM,752,266
07/19/2013 08:00:00 PM,170,86
11/30/2015 07:00:00 AM,126,402
01/18/2019 02:00:00 AM,0,2
10/17/2019 05:00:00 AM,32,24
11/22/2013 10:00:00 AM,70,110
11/18/2017 02:00:00 AM,4,10
05/06/2014 08:00:00 AM,350,810
01/16/2021 07:00:00 AM,9,9
06/10/2020 01:00:00 AM,0,2
11/12/2016 03:00:00 PM,74,92
04/05/2016 12:00:00 AM,6,6
06/29/2015 10:00:00 AM,56,128
12/19/2019 02:00:00 PM,82,30
08/22/2017 04:00:00 AM,10,4
09/10/2020 02:00:00 AM,1,0
10/21/2013 06:00:00 AM,62,158
07/27/2014 10:00:00 PM,30,32
08/23/2019 10:00:00 PM,52,40
09/02/2014 12:00:00 AM,22,14
05/29/2017 04:00:00 PM,236,182
07/09/2018 01:00:00 PM,114,106
02/03/2015 08:00:00 AM,0,624
04/29/2014 02:00:00 PM,146,162
10/28/2014 01:00:00 AM,2,2
02/17/2013 08:00:00 AM,38,14
09/11/2013 04:00:00 AM,6,10
08/02/2014 06:00:00 AM,48,36
05/30/2018 02:00:00 AM,2,0
01/01/2018 03:00:00 PM,102,68
02/19/2020 01:00:00 AM,0,0
11/04/2020 04:00:00 PM,75,48
11/18/2015 03:00:00 PM,122,106
11/20/2013 05:00:00 PM,570,242
10/29/2012 05:00:00 PM,494,258
11/19/2015 06:00:00 AM,58,148
08/01/2017 05:00:00 AM,42,60
09/16/2017 02:00:00 PM,206,190
12/15/2014 03:00:00 AM,2,6
07/03/2019 03:00:00 AM,2,0
03/31/2020 07:00:00 AM,39,20
03/24/2015 05:00:00 AM,8,36
10/18/2015 03:00:00 PM,54,56
12/29/2014 08:00:00 PM,42,34
12/09/2014 02:00:00 PM,0,102
01/13/2017 03:00:00 PM,106,80
12/16/2018 03:00:00 AM,6,4
11/15/2018 11:00:00 AM,88,54
05/16/2018 08:00:00 PM,178,158
07/28/2019 04:00:00 PM,330,290
04/25/2014 01:00:00 AM,6,6
01/27/2019 08:00:00 PM,10,20
09/08/2018 03:00:00 AM,0,2
02/18/2018 08:00:00 AM,20,20
06/12/2013 07:00:00 PM,264,174
11/06/2015 02:00:00 PM,134,74
01/19/2021 02:00:00 AM,1,0
09/10/2019 10:00:00 AM,176,94
06/16/2014 11:00:00 AM,50,122
08/05/2014 04:00:00 PM,474,282
11/20/2015 12:00:00 PM,66,82
10/17/2015 11:00:00 PM,38,42
06/30/2018 12:00:00 AM,48,42
02/18/2021 07:00:00 AM,38,32
09/27/2014 11:00:00 PM,30,18
05/10/2015 01:00:00 PM,156,218
11/25/2015 01:00:00 AM,0,2
02/21/2018 02:00:00 PM,48,36
02/28/2013 11:00:00 PM,14,8
10/30/2020 04:00:00 AM,3,1
06/16/2020 05:00:00 PM,238,168
12/22/2019 04:00:00 AM,0,0
08/24/2019 11:00:00 AM,178,140
10/01/2018 11:00:00 AM,60,52
10/27/2016 03:00:00 AM,2,0
09/15/2015 08:00:00 AM,340,682
03/30/2013 07:00:00 AM,46,36
11/05/2012 12:00:00 PM,108,82
07/14/2019 06:00:00 AM,38,16
02/06/2020 07:00:00 PM,140,48
06/15/2020 05:00:00 PM,118,57
07/29/2016 01:00:00 PM,84,112
07/25/2015 02:00:00 AM,2,18
02/17/2021 01:00:00 AM,0,0
03/20/2013 06:00:00 PM,240,134
07/18/2015 12:00:00 PM,158,214
10/27/2020 12:00:00 AM,0,4
03/03/2016 02:00:00 PM,56,44
08/06/2014 12:00:00 AM,36,30
03/16/2016 01:00:00 PM,80,76
03/17/2017 06:00:00 PM,234,86
02/02/2021 01:00:00 PM,16,15
03/04/2013 01:00:00 PM,104,88
11/12/2017 02:00:00 PM,40,54
10/30/2013 12:00:00 AM,4,4
03/16/2015 01:00:00 PM,118,0
05/21/2013 09:00:00 PM,56,54
10/01/2014 08:00:00 PM,98,90
06/07/2017 07:00:00 AM,424,656
10/16/2013 06:00:00 PM,528,352
01/06/2021 10:00:00 AM,28,23
12/28/2020 02:00:00 PM,138,111
10/06/2014 05:00:00 PM,1024,442
08/10/2014 05:00:00 PM,156,152
05/03/2019 04:00:00 PM,690,250
07/25/2018 04:00:00 PM,616,228
02/12/2016 05:00:00 PM,450,196
04/09/2015 02:00:00 AM,2,6
08/30/2017 07:00:00 PM,416,228
01/17/2013 03:00:00 AM,2,2
05/11/2014 08:00:00 PM,42,62
06/06/2020 04:00:00 PM,89,51
10/17/2015 07:00:00 AM,32,66
02/03/2021 03:00:00 PM,112,68
06/26/2015 07:00:00 AM,208,606
05/23/2015 02:00:00 AM,0,6
12/30/2014 02:00:00 PM,70,90
06/13/2016 09:00:00 PM,82,40
08/15/2019 05:00:00 PM,1414,494
02/07/2013 03:00:00 PM,110,98
03/11/2017 06:00:00 PM,32,28
09/29/2015 02:00:00 AM,10,2
03/22/2014 03:00:00 AM,2,4
08/08/2020 03:00:00 PM,115,114
07/26/2015 12:00:00 AM,26,12
06/18/2020 09:00:00 PM,52,54
07/30/2017 09:00:00 AM,78,108
01/16/2015 06:00:00 PM,312,166
05/30/2013 05:00:00 PM,850,364
12/29/2017 08:00:00 AM,68,72
06/29/2019 12:00:00 AM,34,22
02/12/2021 03:00:00 AM,1,0
11/24/2018 08:00:00 PM,14,10
08/12/2018 08:00:00 PM,60,52
11/23/2019 04:00:00 PM,124,102
08/10/2016 06:00:00 AM,112,228
09/23/2020 10:00:00 AM,29,8
08/19/2017 04:00:00 PM,232,136
08/08/2016 02:00:00 AM,6,2
10/27/2019 09:00:00 PM,18,16
08/12/2017 02:00:00 PM,140,228
10/27/2019 03:00:00 AM,2,8
10/24/2012 10:00:00 PM,42,24
12/23/2019 07:00:00 AM,138,94
09/07/2014 09:00:00 PM,40,34
11/20/2020 10:00:00 PM,10,6
08/05/2014 07:00:00 PM,440,224
03/16/2013 08:00:00 PM,38,18
10/06/2015 05:00:00 AM,32,68
10/03/2018 10:00:00 AM,116,94
03/05/2019 12:00:00 PM,76,70
09/19/2016 07:00:00 PM,198,136
07/02/2014 09:00:00 AM,276,356
12/19/2018 01:00:00 AM,4,6
11/06/2014 10:00:00 PM,30,12
04/16/2013 10:00:00 AM,58,84
11/27/2015 05:00:00 PM,44,40
08/30/2019 04:00:00 PM,682,242
06/28/2015 06:00:00 PM,106,104
08/25/2015 04:00:00 PM,458,288
04/18/2017 02:00:00 PM,68,72
04/18/2019 01:00:00 AM,2,2
11/07/2012 01:00:00 AM,2,8
12/01/2013 09:00:00 PM,4,16
02/22/2013 07:00:00 PM,88,44
09/28/2019 02:00:00 PM,212,190
02/19/2013 08:00:00 AM,200,482
05/24/2013 05:00:00 AM,22,30
03/24/2018 06:00:00 PM,78,66
08/02/2016 08:00:00 AM,384,640
04/29/2017 05:00:00 AM,10,2
09/28/2019 06:00:00 PM,176,102
11/12/2017 10:00:00 AM,44,46
05/02/2015 04:00:00 PM,176,196
02/12/2019 12:00:00 PM,6,4
08/09/2017 09:00:00 AM,332,300
12/08/2014 01:00:00 PM,94,4
02/07/2014 01:00:00 PM,30,40
04/10/2016 05:00:00 PM,134,160
04/02/2013 11:00:00 AM,60,80
05/29/2019 11:00:00 AM,142,116
08/04/2020 09:00:00 AM,107,60
02/21/2021 03:00:00 PM,59,60
08/01/2018 04:00:00 PM,658,244
05/02/2018 03:00:00 AM,0,6
03/02/2014 09:00:00 PM,4,2
09/22/2017 02:00:00 AM,4,8
02/13/2016 01:00:00 AM,8,4
09/12/2015 01:00:00 AM,10,6
05/21/2017 10:00:00 PM,22,24
03/11/2014 02:00:00 AM,0,2
09/24/2020 11:00:00 AM,14,9
05/15/2014 01:00:00 AM,8,6
06/08/2013 01:00:00 AM,22,16
07/18/2016 05:00:00 PM,964,304
12/29/2020 02:00:00 PM,79,54
11/24/2013 12:00:00 AM,4,16
09/10/2017 10:00:00 AM,154,134
09/26/2018 03:00:00 PM,242,134
10/27/2013 02:00:00 AM,6,6
09/06/2016 04:00:00 PM,366,162
08/01/2016 08:00:00 PM,154,112
07/14/2018 09:00:00 PM,76,106
06/10/2018 07:00:00 AM,46,40
02/17/2013 06:00:00 AM,10,2
06/27/2013 03:00:00 AM,0,2
02/14/2019 02:00:00 PM,20,16
09/17/2016 09:00:00 AM,40,52
01/20/2016 04:00:00 AM,4,14
01/13/2019 01:00:00 PM,188,204
10/01/2019 03:00:00 PM,306,144
03/29/2020 11:00:00 AM,101,133
07/06/2016 12:00:00 AM,12,12
08/25/2014 07:00:00 AM,226,754
06/27/2018 07:00:00 AM,532,524
03/09/2014 08:00:00 AM,12,18
12/15/2015 11:00:00 AM,40,62
10/11/2016 08:00:00 AM,416,704
05/10/2016 12:00:00 PM,110,110
12/21/2017 09:00:00 AM,134,146
11/30/2016 09:00:00 AM,186,200
01/30/2016 07:00:00 AM,32,26
08/20/2013 06:00:00 AM,92,210
08/11/2018 08:00:00 AM,92,64
01/05/2018 05:00:00 PM,476,146
01/24/2016 02:00:00 PM,104,162
11/17/2013 07:00:00 AM,10,22
07/06/2018 01:00:00 PM,158,102
05/09/2018 03:00:00 AM,2,6
02/03/2017 03:00:00 PM,36,36
05/08/2013 05:00:00 AM,28,80
06/26/2013 10:00:00 AM,64,114
04/20/2016 09:00:00 AM,286,368
03/04/2018 03:00:00 AM,2,6
09/29/2014 12:00:00 AM,6,2
02/11/2014 04:00:00 PM,148,90
11/13/2017 06:00:00 AM,62,112
05/27/2013 12:00:00 AM,10,20
01/09/2013 06:00:00 AM,38,88
09/08/2018 05:00:00 PM,174,214
05/04/2017 08:00:00 PM,90,56
08/11/2015 11:00:00 AM,116,106
03/24/2014 11:00:00 PM,38,30
04/03/2020 09:00:00 PM,14,0
07/08/2015 01:00:00 AM,10,20
01/15/2021 04:00:00 AM,3,1
12/30/2012 06:00:00 PM,10,16
03/23/2014 02:00:00 AM,8,2
10/07/2019 08:00:00 PM,98,58
11/27/2018 09:00:00 PM,32,20
10/27/2019 12:00:00 PM,208,116
07/17/2013 05:00:00 AM,14,48
12/16/2014 05:00:00 AM,6,42
10/04/2018 06:00:00 AM,148,146
06/14/2016 09:00:00 PM,70,42
01/13/2015 08:00:00 PM,104,26
12/12/2017 07:00:00 PM,222,74
08/23/2015 11:00:00 PM,18,22
05/08/2015 05:00:00 AM,44,52
01/19/2013 07:00:00 PM,18,24
03/22/2019 10:00:00 PM,58,6
11/11/2019 10:00:00 PM,28,28
07/19/2014 02:00:00 AM,10,8
08/13/2017 12:00:00 PM,1132,142
10/23/2019 05:00:00 AM,44,38
06/13/2017 04:00:00 PM,366,190
11/12/2017 12:00:00 PM,58,70
07/29/2013 07:00:00 AM,184,504
03/04/2019 05:00:00 AM,28,24
04/29/2015 12:00:00 AM,4,4
02/25/2019 01:00:00 AM,2,2
05/01/2019 08:00:00 PM,146,98
09/18/2018 07:00:00 PM,302,150
08/16/2017 05:00:00 AM,40,48
07/28/2019 06:00:00 PM,212,170
04/02/2018 02:00:00 AM,0,2
05/09/2015 05:00:00 PM,180,300
03/03/2018 12:00:00 PM,152,192
05/21/2013 02:00:00 PM,78,64
01/23/2018 03:00:00 PM,58,48
02/21/2018 08:00:00 AM,298,274
10/06/2020 08:00:00 PM,57,25
12/07/2014 03:00:00 PM,122,128
06/17/2015 04:00:00 PM,458,278
06/06/2013 11:00:00 PM,70,16
12/06/2018 01:00:00 PM,70,64
02/18/2017 05:00:00 AM,2,4
07/16/2018 09:00:00 PM,156,84
04/07/2015 01:00:00 AM,4,2
05/07/2018 07:00:00 PM,368,176
08/10/2017 03:00:00 AM,6,2
09/22/2016 03:00:00 PM,202,126
12/01/2012 05:00:00 AM,4,4
09/07/2017 09:00:00 AM,292,224
08/20/2019 12:00:00 AM,20,20
02/11/2018 04:00:00 AM,2,0
08/24/2017 04:00:00 PM,484,226
03/03/2020 01:00:00 AM,0,0
01/22/2016 03:00:00 AM,2,2
05/09/2016 07:00:00 PM,304,212
11/22/2015 05:00:00 PM,48,66
10/24/2018 09:00:00 PM,88,66
10/18/2015 07:00:00 PM,30,38
11/02/2020 11:00:00 AM,53,39
06/13/2015 06:00:00 AM,66,58
08/17/2019 11:00:00 AM,184,196
09/09/2016 08:00:00 AM,416,614
11/24/2020 10:00:00 AM,26,18
07/10/2019 06:00:00 PM,578,234
02/01/2019 01:00:00 PM,32,46
08/05/2013 12:00:00 AM,16,28
05/05/2016 04:00:00 PM,522,284
08/18/2020 08:00:00 PM,94,66
10/27/2018 07:00:00 AM,30,18
02/09/2019 09:00:00 PM,4,2
07/13/2020 03:00:00 PM,129,96
05/24/2017 03:00:00 AM,0,4
08/12/2016 05:00:00 AM,34,40
03/18/2013 08:00:00 PM,64,36
04/26/2013 03:00:00 AM,0,4
12/12/2012 04:00:00 PM,168,108
10/15/2016 03:00:00 AM,2,2
08/11/2014 04:00:00 PM,426,198
11/05/2019 07:00:00 PM,258,94
04/12/2016 04:00:00 AM,8,6
09/03/2013 07:00:00 AM,96,328
03/29/2017 12:00:00 PM,46,38
05/29/2020 06:00:00 AM,61,31
03/25/2013 11:00:00 AM,58,74
05/03/2016 06:00:00 AM,162,346
09/30/2014 08:00:00 PM,128,62
03/21/2015 03:00:00 AM,4,4
11/27/2019 04:00:00 AM,0,12
11/24/2014 05:00:00 AM,18,34
03/07/2020 04:00:00 PM,138,116
01/31/2017 07:00:00 PM,178,54
12/20/2017 02:00:00 AM,0,0
07/01/2015 09:00:00 PM,122,96
03/28/2015 02:00:00 PM,156,198
07/02/2013 09:00:00 AM,230,360
10/09/2014 03:00:00 AM,0,0
09/08/2016 12:00:00 AM,14,4
02/15/2016 01:00:00 AM,0,2
08/16/2020 05:00:00 PM,97,68
06/13/2016 12:00:00 PM,50,34
11/08/2013 02:00:00 PM,84,138
02/28/2013 01:00:00 PM,36,38
03/15/2013 07:00:00 PM,132,68
04/21/2018 08:00:00 PM,50,50
01/14/2013 12:00:00 AM,6,8
12/26/2012 10:00:00 AM,26,40
12/20/2017 02:00:00 PM,98,64
12/27/2015 03:00:00 AM,2,2
03/21/2013 09:00:00 AM,96,190
12/07/2018 12:00:00 PM,54,66
08/19/2014 05:00:00 AM,24,64
08/09/2019 01:00:00 PM,208,134
05/23/2018 04:00:00 AM,18,18
05/07/2014 04:00:00 AM,8,12
05/22/2020 02:00:00 AM,0,0
09/25/2013 06:00:00 PM,516,346
02/01/2014 03:00:00 PM,82,140
02/03/2017 02:00:00 AM,2,0
11/06/2016 10:00:00 PM,12,8
11/15/2012 03:00:00 PM,124,140
08/26/2014 11:00:00 AM,98,118
02/01/2016 07:00:00 AM,160,482
08/06/2017 06:00:00 PM,154,100
03/01/2015 02:00:00 AM,8,10
06/05/2018 09:00:00 AM,392,326
06/08/2014 04:00:00 PM,214,298
05/01/2015 04:00:00 AM,0,16
03/07/2016 11:00:00 AM,20,32
02/10/2016 12:00:00 AM,6,4
10/29/2012 08:00:00 AM,174,374
12/03/2016 01:00:00 PM,60,60
08/08/2014 02:00:00 AM,2,6
01/25/2019 09:00:00 AM,232,212
08/30/2013 10:00:00 PM,46,40
04/05/2020 12:00:00 PM,294,264
09/26/2020 06:00:00 PM,55,49
08/21/2017 12:00:00 AM,10,4
10/29/2020 10:00:00 PM,9,12
10/27/2017 04:00:00 PM,520,218
05/30/2015 08:00:00 PM,78,62
06/26/2013 01:00:00 PM,64,64
10/19/2015 06:00:00 AM,66,146
03/07/2013 08:00:00 AM,136,336
11/21/2018 09:00:00 AM,136,114
08/21/2017 12:00:00 PM,96,104
11/07/2019 02:00:00 AM,6,0
02/25/2017 12:00:00 AM,12,4
10/30/2015 01:00:00 AM,6,6
08/27/2016 09:00:00 PM,24,20
08/07/2017 04:00:00 AM,12,8
06/24/2013 04:00:00 PM,228,126
07/08/2019 09:00:00 PM,110,76
12/11/2020 01:00:00 PM,72,46
01/27/2020 07:00:00 PM,168,46
06/19/2020 07:00:00 PM,96,69
07/20/2015 08:00:00 PM,178,136
12/18/2019 09:00:00 PM,30,10
09/13/2019 08:00:00 AM,700,468
10/06/2017 11:00:00 AM,102,72
03/05/2020 02:00:00 AM,0,2
12/18/2019 04:00:00 PM,526,108
03/04/2019 11:00:00 AM,72,74
04/21/2018 09:00:00 PM,28,22
08/19/2017 07:00:00 PM,132,94
10/16/2018 05:00:00 AM,40,48
12/29/2019 08:00:00 PM,20,16
07/04/2020 05:00:00 PM,99,91
11/29/2016 06:00:00 AM,98,142
02/17/2018 02:00:00 PM,102,80
05/16/2020 01:00:00 PM,37,51
11/10/2017 10:00:00 PM,30,16
12/19/2016 02:00:00 PM,36,32
10/13/2015 10:00:00 PM,48,30
03/29/2020 02:00:00 PM,254,235
11/25/2019 03:00:00 PM,162,84
10/04/2017 12:00:00 PM,98,82
01/15/2018 07:00:00 AM,134,110
01/23/2017 07:00:00 AM,188,350
11/05/2016 05:00:00 PM,28,26
11/01/2016 02:00:00 AM,2,0
03/11/2014 12:00:00 AM,4,6
06/20/2016 07:00:00 AM,280,576
10/24/2019 06:00:00 PM,704,272
08/27/2018 03:00:00 PM,246,146
07/01/2017 05:00:00 AM,8,22
10/28/2018 04:00:00 AM,4,0
05/08/2017 11:00:00 PM,28,14
07/10/2014 02:00:00 PM,138,136
08/13/2013 02:00:00 AM,6,4
02/03/2021 08:00:00 AM,65,45
02/05/2019 01:00:00 PM,4,12
02/10/2018 06:00:00 PM,58,38
08/17/2019 05:00:00 AM,10,24
01/14/2018 06:00:00 AM,10,12
05/16/2015 12:00:00 PM,78,160
11/10/2014 08:00:00 AM,282,672
12/15/2016 08:00:00 AM,210,294
03/26/2016 05:00:00 AM,8,8
12/07/2019 07:00:00 AM,16,10
05/13/2013 02:00:00 PM,60,52
05/26/2019 12:00:00 PM,184,236
06/27/2014 01:00:00 AM,20,8
10/28/2013 08:00:00 PM,84,60
12/19/2019 09:00:00 PM,20,6
07/18/2014 06:00:00 AM,110,194
07/23/2018 11:00:00 PM,40,18
09/29/2019 03:00:00 AM,2,14
12/06/2016 08:00:00 PM,64,34
08/11/2018 04:00:00 AM,4,14
04/08/2015 01:00:00 AM,10,4
08/30/2014 12:00:00 AM,14,18
07/03/2014 04:00:00 AM,2,6
10/25/2013 04:00:00 AM,2,2
09/03/2013 01:00:00 PM,74,62
09/27/2019 02:00:00 AM,6,2
11/22/2014 08:00:00 AM,34,54
07/25/2018 05:00:00 PM,1212,334
01/13/2015 06:00:00 PM,516,196
08/25/2013 12:00:00 PM,236,202
08/14/2014 02:00:00 PM,120,108
12/04/2016 02:00:00 PM,96,118
10/08/2016 02:00:00 PM,52,50
05/04/2017 07:00:00 AM,340,470
12/17/2020 10:00:00 AM,26,27
01/17/2017 06:00:00 AM,52,102
09/27/2017 06:00:00 PM,698,336
12/07/2015 08:00:00 PM,50,28
02/14/2018 05:00:00 AM,44,34
11/06/2018 12:00:00 AM,6,0
09/26/2015 07:00:00 PM,76,82
02/26/2016 06:00:00 PM,248,102
09/03/2013 02:00:00 AM,8,4
10/02/2016 08:00:00 AM,70,62
07/28/2018 02:00:00 AM,4,4
02/16/2017 04:00:00 AM,2,8
07/15/2014 10:00:00 AM,146,146
12/04/2017 09:00:00 PM,36,24
09/08/2016 01:00:00 AM,4,2
08/07/2018 10:00:00 PM,94,36
05/08/2018 11:00:00 PM,22,10
04/29/2014 03:00:00 AM,0,0
01/24/2016 09:00:00 PM,12,8
01/05/2014 03:00:00 PM,122,184
02/13/2014 12:00:00 AM,6,8
03/08/2017 12:00:00 AM,2,0
06/06/2013 10:00:00 PM,62,150
08/14/2019 10:00:00 AM,216,172
11/04/2014 05:00:00 AM,12,52
03/07/2013 04:00:00 PM,216,178
10/05/2020 02:00:00 AM,3,0
07/17/2014 08:00:00 PM,188,206
12/17/2012 04:00:00 AM,4,4
09/05/2018 10:00:00 PM,38,40
12/17/2013 03:00:00 PM,68,82
06/26/2017 02:00:00 PM,106,96
04/07/2014 06:00:00 PM,760,422
12/25/2019 04:00:00 PM,30,20
04/18/2016 02:00:00 PM,110,126
07/27/2013 07:00:00 PM,108,148
12/21/2019 04:00:00 AM,0,0
03/21/2016 06:00:00 PM,400,136
01/13/2013 11:00:00 AM,38,26
02/05/2017 12:00:00 AM,10,4
05/27/2016 05:00:00 AM,18,42
08/25/2019 09:00:00 AM,108,108
04/14/2015 07:00:00 AM,142,322
06/24/2014 05:00:00 PM,882,402
10/12/2016 08:00:00 AM,442,666
10/21/2015 01:00:00 AM,0,4
12/05/2020 06:00:00 AM,10,7
12/29/2015 10:00:00 AM,82,62
11/24/2015 05:00:00 AM,22,24
05/06/2013 06:00:00 AM,128,302
12/23/2016 12:00:00 AM,8,4
08/08/2015 01:00:00 PM,136,178
07/12/2015 12:00:00 AM,22,28
06/03/2013 11:00:00 AM,58,104
11/02/2013 06:00:00 PM,40,56
08/08/2017 07:00:00 AM,440,544
08/11/2020 10:00:00 PM,13,13
03/11/2018 04:00:00 PM,268,296
03/06/2018 09:00:00 AM,264,218
05/05/2019 02:00:00 PM,338,288
03/28/2017 04:00:00 PM,234,80
08/18/2014 07:00:00 PM,320,194
09/24/2018 11:00:00 AM,90,98
08/06/2016 02:00:00 AM,10,6
03/05/2017 11:00:00 AM,74,70
04/12/2020 12:00:00 PM,320,288
09/27/2014 01:00:00 PM,204,194
03/23/2018 01:00:00 PM,38,24
04/23/2020 09:00:00 AM,62,42
11/23/2017 10:00:00 AM,24,28
01/21/2014 12:00:00 AM,6,10
02/21/2021 05:00:00 AM,2,3
09/30/2020 05:00:00 PM,219,129
02/01/2021 02:00:00 AM,1,0
10/25/2019 07:00:00 AM,352,318
10/12/2015 08:00:00 PM,76,52
01/17/2020 11:00:00 AM,56,62
01/06/2021 11:00:00 PM,3,3
09/09/2017 09:00:00 PM,38,32
02/02/2017 06:00:00 AM,74,102
09/29/2015 06:00:00 PM,686,316
09/02/2016 07:00:00 AM,166,300
07/04/2014 05:00:00 AM,14,26
04/18/2019 11:00:00 PM,16,12
04/07/2017 02:00:00 PM,56,28
02/13/2021 11:00:00 PM,0,0
01/08/2018 08:00:00 AM,384,454
04/25/2016 05:00:00 PM,700,332
12/24/2014 12:00:00 AM,8,2
11/17/2013 04:00:00 PM,52,60
07/16/2013 08:00:00 AM,386,840
03/20/2016 10:00:00 AM,52,58
11/23/2012 10:00:00 AM,32,32
12/19/2016 07:00:00 AM,110,170
10/04/2015 10:00:00 AM,132,162
08/10/2016 12:00:00 AM,14,8
12/09/2016 09:00:00 AM,58,32
